-1.064214	0.341372	-1.288465	0.63767	0.311411	0.044538
-2.800968	0.307794	0.75867	0.073168	0.217452	0.067439
0.667002	0.252884	-0.223273	-0.523922	-0.073549	-0.062993
-3.288008	-0.242354	0.365879	0.168487	-0.252784	0.045364
0.958636	-0.332727	0.427888	-0.196296	0.114454	-0.07267
2.59728	0.619674	0.825273	0.272103	-0.117104	0.05308
1.561948	-0.540958	0.670332	0.848378	-0.087646	0.166518
0.290639	-0.957352	0.426931	-0.338098	0.064619	0.040648
3.329409	-1.266587	0.200961	-0.139035	0.074007	0.104495
5.598624	-0.435059	0.26044	-0.101322	-0.004121	0.100429
2.723802	-1.260885	0.173634	-0.529722	0.150744	0.03946
3.536392	-0.606078	0.296199	-0.270527	0.094163	0.003606
2.104798	-0.536947	0.231282	-0.16033	0.142063	0.024479
6.948691	0.495628	-0.123457	-0.471252	0.100644	-0.045142
6.500064	0.445283	0.137929	-0.400982	0.11515	-0.011446
7.502599	0.146219	-0.281242	-0.148802	-0.024594	-0.014627
-4.958439	0.544261	0.317895	0.1072	-0.030961	-0.106018
1.485955	-1.08006	-0.345949	-0.374234	0.109845	0.05224
0.233256	-0.765473	-0.395498	-0.175605	0.051428	0.044775
-0.066417	-0.982195	-0.316658	-0.151393	0.098893	-0.003871
1.468727	-1.365249	-0.320014	0.043879	0.108839	-0.053255
-0.140628	-0.832726	-0.237893	-0.187601	-0.022832	0.034966
2.535719	-0.313471	0.373074	0.13632	0.08619	0.056465
-2.050139	-1.040542	-0.174191	-0.186724	0.088356	-0.073311
0.982237	-0.855704	-0.145235	-0.009805	0.189818	0.04432
1.28091	-1.384568	0.249747	0.016212	0.186993	-0.013078
4.608874	-0.226881	-1.133672	0.01907	0.064106	0.213434
7.231627	2.077776	-1.591915	0.528518	0.08835	0.122586
5.279854	-0.634861	0.099414	0.230214	-0.039956	-0.019645
4.705438	-0.206933	-1.329213	0.264385	0.103864	0.068659
3.754664	-0.957405	-0.0789	0.773602	-0.033193	0.260105
3.482948	-0.886661	0.252712	0.415339	-0.051195	0.087445
1.082235	-0.174238	-0.209189	0.695122	-0.127418	-0.167225
-0.136116	0.798752	-0.349757	0.042915	-0.185045	0.11547
-2.779486	-0.10995	-0.097071	-0.028063	-0.070548	0.006302
-2.838046	-0.200176	-0.108524	-0.019725	0.139545	-0.09122
-0.141451	0.35685	-0.406755	0.342923	0.023119	-0.132423
-0.24241	-0.089006	-0.218198	0.55269	-0.166783	-0.156343
1.466999	-2.098426	-0.29041	0.174799	0.082648	-0.208215
-1.116221	-0.500693	-0.464112	0.256801	-0.029203	-0.121402
-1.926627	-0.156042	-0.118121	-0.115154	0.075382	-0.039261
2.492043	0.673787	-0.940448	0.141957	0.11561	-0.075185
4.140148	0.923078	0.267409	-0.146172	-0.064987	-0.025843
2.248915	0.586593	0.983406	-0.148633	0.090238	-0.026639
-5.417953	1.006059	-0.079653	-0.458426	0.07841	0.1413
-2.019308	-0.513885	-0.350356	-0.101958	-0.076253	-0.086539
-3.28548	0.125817	-0.451105	-0.083965	-0.016457	-0.052924
-3.573478	0.048001	-0.424542	-0.051928	-0.147912	0.075518
4.327766	-0.707835	-1.334692	-0.029167	0.240359	-0.061424
6.156038	1.089421	0.273933	0.040764	0.041053	-0.117438
-2.703595	1.093137	-0.03666	0.427774	0.053901	-0.004586
6.831394	-0.5604	0.037594	-0.195456	-0.127943	0.052677
6.249995	-0.833092	-0.045078	-0.190884	-0.030706	0.10796
7.30742	-0.39342	0.217816	0.110929	-0.178625	0.035232
6.959661	-0.426481	-0.218556	-0.393337	-0.012381	0.046682
9.107677	0.065582	-0.135857	-0.177528	-0.13219	0.09167
8.91255	-0.354556	-0.132077	0.126583	-0.230028	0.046649
3.390669	0.735713	-0.998555	-0.098798	0.038082	-0.011112
0.397405	0.010622	-0.16342	-0.544509	-0.161655	-0.016381
4.06272	0.639647	0.179961	-0.112432	0.117155	0.138983
1.603335	1.287447	-0.230847	0.050253	0.05749	0.075601
6.170307	0.249479	0.314723	-0.224548	0.020211	0.109506
7.665104	0.538203	0.3454	-0.076671	-0.067105	-0.086829
6.009502	0.610644	-0.096973	-0.387768	0.117705	0.020974
6.196047	0.101177	-0.00079	-0.161698	0.117723	0.039193
1.19984	0.439763	0.286513	-0.114831	0.099281	0.011962
8.683311	0.836974	-0.051672	-0.057491	-0.010788	-0.057139
