A172	-1.064214	0.341372	-1.288465	0.637670	0.311411	0.044538
A5	-2.800968	0.307794	0.758670	0.073168	0.217452	0.067439
A7	0.667002	0.252884	-0.223273	-0.523922	-0.073549	-0.062993
A11	-3.288008	-0.242354	0.365879	0.168487	-0.252784	0.045364
A12	0.958636	-0.332727	0.427888	-0.196296	0.114454	-0.072670
A19	2.597280	0.619674	0.825273	0.272103	-0.117104	0.053080
A21	1.561948	-0.540958	0.670332	0.848378	-0.087646	0.166518
A24	0.290639	-0.957352	0.426931	-0.338098	0.064619	0.040648
A25	3.329409	-1.266587	0.200961	-0.139035	0.074007	0.104495
A27	5.598624	-0.435059	0.260440	-0.101322	-0.004121	0.100429
A29	2.723802	-1.260885	0.173634	-0.529722	0.150744	0.039460
A30	3.536392	-0.606078	0.296199	-0.270527	0.094163	0.003606
A31	2.104798	-0.536947	0.231282	-0.160330	0.142063	0.024479
A34	6.948691	0.495628	-0.123457	-0.471252	0.100644	-0.045142
A36	6.500064	0.445283	0.137929	-0.400982	0.115150	-0.011446
A38	7.502599	0.146219	-0.281242	-0.148802	-0.024594	-0.014627
A45	-4.958439	0.544261	0.317895	0.107200	-0.030961	-0.106018
A46	1.485955	-1.080060	-0.345949	-0.374234	0.109845	0.052240
A47	0.233256	-0.765473	-0.395498	-0.175605	0.051428	0.044775
A48	-0.066417	-0.982195	-0.316658	-0.151393	0.098893	-0.003871
A49	1.468727	-1.365249	-0.320014	0.043879	0.108839	-0.053255
A50	-0.140628	-0.832726	-0.237893	-0.187601	-0.022832	0.034966
A53	2.535719	-0.313471	0.373074	0.136320	0.086190	0.056465
A54	-2.050139	-1.040542	-0.174191	-0.186724	0.088356	-0.073311
A57	0.982237	-0.855704	-0.145235	-0.009805	0.189818	0.044320
A59	1.280910	-1.384568	0.249747	0.016212	0.186993	-0.013078
A62	4.608874	-0.226881	-1.133672	0.019070	0.064106	0.213434
A64	7.231627	2.077776	-1.591915	0.528518	0.088350	0.122586
A70	5.279854	-0.634861	0.099414	0.230214	-0.039956	-0.019645
A72	4.705438	-0.206933	-1.329213	0.264385	0.103864	0.068659
A73	3.754664	-0.957405	-0.078900	0.773602	-0.033193	0.260105
A74	3.482948	-0.886661	0.252712	0.415339	-0.051195	0.087445
A76	1.082235	-0.174238	-0.209189	0.695122	-0.127418	-0.167225
A85	-0.136116	0.798752	-0.349757	0.042915	-0.185045	0.115470
A86	-2.779486	-0.109950	-0.097071	-0.028063	-0.070548	0.006302
A87	-2.838046	-0.200176	-0.108524	-0.019725	0.139545	-0.091220
A88	-0.141451	0.356850	-0.406755	0.342923	0.023119	-0.132423
A89	-0.242410	-0.089006	-0.218198	0.552690	-0.166783	-0.156343
A94	1.466999	-2.098426	-0.290410	0.174799	0.082648	-0.208215
A95	-1.116221	-0.500693	-0.464112	0.256801	-0.029203	-0.121402
A96	-1.926627	-0.156042	-0.118121	-0.115154	0.075382	-0.039261
A97	2.492043	0.673787	-0.940448	0.141957	0.115610	-0.075185
A98	4.140148	0.923078	0.267409	-0.146172	-0.064987	-0.025843
A99	2.248915	0.586593	0.983406	-0.148633	0.090238	-0.026639
A101	-5.417953	1.006059	-0.079653	-0.458426	0.078410	0.141300
A102	-2.019308	-0.513885	-0.350356	-0.101958	-0.076253	-0.086539
A103	-3.285480	0.125817	-0.451105	-0.083965	-0.016457	-0.052924
A104	-3.573478	0.048001	-0.424542	-0.051928	-0.147912	0.075518
A107	4.327766	-0.707835	-1.334692	-0.029167	0.240359	-0.061424
A110	6.156038	1.089421	0.273933	0.040764	0.041053	-0.117438
A111	-2.703595	1.093137	-0.036660	0.427774	0.053901	-0.004586
A114	6.831394	-0.560400	0.037594	-0.195456	-0.127943	0.052677
A116	6.249995	-0.833092	-0.045078	-0.190884	-0.030706	0.107960
A118	7.307420	-0.393420	0.217816	0.110929	-0.178625	0.035232
A120	6.959661	-0.426481	-0.218556	-0.393337	-0.012381	0.046682
A121	9.107677	0.065582	-0.135857	-0.177528	-0.132190	0.091670
A122	8.912550	-0.354556	-0.132077	0.126583	-0.230028	0.046649
A128	3.390669	0.735713	-0.998555	-0.098798	0.038082	-0.011112
A130	0.397405	0.010622	-0.163420	-0.544509	-0.161655	-0.016381
A131	4.062720	0.639647	0.179961	-0.112432	0.117155	0.138983
A135	1.603335	1.287447	-0.230847	0.050253	0.057490	0.075601
A140	6.170307	0.249479	0.314723	-0.224548	0.020211	0.109506
A141	7.665104	0.538203	0.345400	-0.076671	-0.067105	-0.086829
A144	6.009502	0.610644	-0.096973	-0.387768	0.117705	0.020974
A148	6.196047	0.101177	-0.000790	-0.161698	0.117723	0.039193
A155	1.199840	0.439763	0.286513	-0.114831	0.099281	0.011962
A156	8.683311	0.836974	-0.051672	-0.057491	-0.010788	-0.057139
A158	2.230423	-0.483597	0.333375	0.267191	-0.001996	0.179651
A159	-2.085801	0.573260	0.477922	0.015288	0.100137	0.101862
A162	2.685177	-0.931559	0.159971	-0.242599	-0.007221	0.132056
A165	6.896972	0.814055	0.023922	0.069083	0.114395	-0.063896
A168	5.620116	0.759833	0.326807	-0.028587	0.105391	0.029212
A169	1.359092	0.651332	0.483865	0.409045	0.013590	0.130469
A173	-4.724436	0.371288	0.146565	0.021876	-0.027983	0.005772
A176	-4.024416	0.316805	-0.493453	-0.048559	-0.163750	0.052964
A180	-2.930577	0.787140	-0.198648	0.107180	-0.126624	0.037980
A183	-0.563555	0.232166	-0.156561	-0.348555	-0.184207	-0.046484
A184	-2.911112	0.370713	-0.426344	-0.127874	-0.168558	0.056998
A188	4.657794	-0.547483	-0.045643	0.144472	-0.085751	-0.017503
A189	-0.835733	0.124697	-0.216434	-0.225590	0.088743	-0.080318
A191	-1.384408	-0.564085	0.104859	0.069120	-0.125651	-0.088036
A192	1.052958	-1.537753	-0.399651	0.249014	-0.141577	-0.037698
A197	-0.107681	-0.879891	0.732163	0.382474	0.066007	0.112490
A200	-0.259944	-1.418778	-0.019284	0.171098	-0.116541	0.074270
A201	-3.411710	-0.045579	-0.347119	0.146830	-0.102531	0.014577
A202	-5.958593	0.246642	-0.334459	0.060111	-0.063268	0.094161
A204	-5.375779	-0.028729	-0.037841	-0.064522	-0.003795	-0.065708
A205	-6.451846	0.745121	0.409574	-0.111811	0.063677	0.095147
A207	1.310453	-0.925646	0.325773	0.538617	0.079460	0.012540
A209	-2.145805	-0.191499	-0.346402	0.055336	-0.104129	-0.124608
A211	-0.691344	-0.019902	0.400209	-0.159683	-0.214875	-0.142614
A215	-1.091049	0.154062	0.384919	0.019568	-0.205357	-0.247349
A216	-3.552219	0.313890	0.497363	-0.084698	-0.095484	-0.196819
A217	-2.816583	1.169463	0.722604	0.803856	0.013877	-0.073882
A218	2.439870	1.170543	-0.099128	0.053708	0.127694	-0.201001
A219	-0.190595	0.962908	0.085066	0.208242	0.009900	-0.112553
A220	1.801729	0.760295	0.398180	-0.518215	-0.532054	-0.037261
A221	0.786795	0.137478	0.683581	-0.004208	0.004311	0.080919
A223	-3.078281	0.494514	-0.006900	-0.256049	-0.235575	0.021364
A225	4.354168	-0.007863	-0.233599	0.134074	-0.098690	-0.213915
A226	-2.334850	-0.238049	-0.774601	0.006356	0.187256	-0.048278
A229	-2.931313	-0.463905	-0.221259	-0.302598	-0.101327	-0.121320
A231	7.197656	1.040342	-0.352607	0.254335	-0.209190	-0.197714
A233	-1.785460	0.164654	0.308086	-0.122479	0.318939	-0.031489
A234	-2.730888	0.002847	-0.070187	0.084388	0.147485	0.107142
A236	6.570982	1.418495	0.244005	-0.098695	0.021662	-0.203101
A237	3.367661	0.724326	0.325918	-0.239456	0.058283	-0.132278
A244	-4.091109	0.788730	-0.301791	0.164075	0.223275	-0.016612
A245	-1.443749	0.396711	-0.167839	0.151645	-0.082105	-0.033671
A247	-4.077945	0.508517	-0.152137	0.357512	0.062274	0.100364
A248	-0.769227	0.824051	-0.209843	-0.142302	-0.108962	-0.002780
A250	-0.910282	0.275056	-0.331855	-0.012186	0.135990	-0.073742
A253	-2.414295	0.322483	-0.267318	-0.115558	-0.031771	-0.042300
A254	-3.376170	-0.292174	-0.449834	-0.060268	0.135762	-0.035412
A255	-5.927709	0.516999	-0.151851	-0.368594	0.100678	0.132379
A256	-4.925904	-0.022915	-0.056412	0.011076	0.091740	-0.076290
A257	-5.136259	-0.116139	-0.297118	0.070095	-0.129418	0.011249
A258	-3.706118	0.370436	-0.329698	0.252772	0.141557	-0.111937
A259	-3.665304	0.387900	-0.301641	0.019408	0.250717	-0.079774
A268	-5.449144	-0.138567	0.211528	-0.171628	0.051969	-0.048599
A269	-6.257417	0.192163	-0.055498	-0.119720	-0.056492	0.011131
A272	-4.508420	-0.440155	-0.756381	0.029961	-0.062082	0.081631
A280	-4.556248	-0.259887	-0.399489	-0.210451	0.100867	0.073909
A282	-3.964606	-0.727002	-0.240970	-0.119701	-0.111891	0.069941
A285	-3.335867	-0.696821	-0.030219	0.150557	-0.049128	0.106137
A286	-4.702056	-0.376105	0.646610	-0.105726	0.000138	0.103579
A287	-3.500377	0.292636	-0.489170	-0.048573	-0.063874	0.107731
A289	-5.544016	0.560008	0.349900	0.015648	0.101922	-0.057742
A290	-5.285121	-0.482670	-0.199911	0.057970	0.036728	0.051741
A292	-3.982063	1.012335	0.018316	0.222496	0.100988	-0.095683
A294	-5.375719	1.230552	0.539368	0.105355	0.122166	-0.067140
A298	-1.368747	-0.067305	0.431433	-0.447462	0.059076	0.012896
A302	-6.458720	0.829163	-0.261539	-0.265473	-0.005398	0.176504
A304	-5.134027	-0.208182	-0.411912	-0.053296	-0.024843	0.023627
A306	-3.832544	0.376419	0.171551	-0.131598	-0.057918	0.007384
A307	-0.611529	0.529820	-0.161430	-0.076570	-0.163149	-0.067870
A313	-0.929332	1.134754	0.116691	0.064355	-0.059768	-0.026733
A320	-0.893202	-0.033275	-0.229960	-0.281926	-0.192193	-0.103321
A321	2.571199	-0.927261	0.113950	-0.028797	-0.102245	0.041156
A326	1.113174	-0.086212	0.133121	0.013993	0.047348	-0.004331
A329	-2.719129	0.338180	-0.269221	-0.054559	0.045114	-0.064809
