A338	-2.585280	0.266567	0.223961	0.272140	0.048146	-0.098364
A340	-3.503664	0.520758	-0.119117	-0.132391	-0.063852	-0.030854
A342	-2.188593	0.322028	-0.249090	-0.066968	-0.035617	-0.025215
A347	-1.032439	0.598161	0.185319	0.171754	-0.059283	-0.073372
A348	-5.441502	0.750982	-0.074522	-0.215424	0.008651	0.026322
A349	-5.634258	0.540473	-0.225363	0.016195	0.009144	0.102347
A351	-5.186937	-0.248671	-0.084216	-0.094114	-0.167838	-0.094501
A352	-5.213269	0.717655	-0.242039	0.027679	-0.016153	0.080262
A354	-3.690514	-1.611259	0.079094	-0.215964	0.059112	-0.254431
A356	-1.570555	-1.127854	0.891086	0.649490	0.014579	-0.325923
A489	-4.796721	0.727271	0.454727	0.128458	0.149839	-0.037867
A490	-5.166222	0.574022	-0.201240	-0.386701	-0.035082	0.056759
A491	-0.915682	-0.441693	1.567986	0.598575	0.049594	0.118845
A2001	4.393035	0.368604	0.798597	-0.100340	-0.038950	0.021774
A2011	2.381139	0.299264	0.616253	-0.184357	0.007416	-0.105824
A2015	-1.423146	-0.435022	0.295511	0.300555	-0.032030	0.092300
A2050	-1.087994	-1.819611	0.252168	0.030304	0.045442	-0.058938
A2052	2.984775	-0.374942	0.695987	-0.195672	0.004633	0.055310
A2053	4.695834	-0.131363	0.194996	-0.532420	0.036800	-0.011589
A2054	-0.075201	0.319999	0.124358	-0.243625	0.065543	-0.069820
A4	2.052959	0.243208	0.555100	-0.039500	0.053324	0.050541
A6	-3.188268	-0.573786	-0.260761	-0.170844	-0.029778	-0.028052
A9	-2.151949	-0.172761	0.657869	-0.674520	-0.086054	0.103378
A10	0.234785	-0.977115	-0.454808	-0.556498	0.131389	0.042926
A15	-2.746771	-0.434206	0.520782	0.030512	0.127990	-0.041585
A16	-0.310031	-0.166453	0.315994	0.041305	0.155490	-0.029611
A20	2.473272	1.542411	0.431761	0.699279	-0.142566	0.198561
A22	1.998753	-1.249912	0.495181	0.160417	-0.066607	0.105289
A26	2.302354	-1.382097	0.324304	-0.461854	0.091703	0.071395
A33	3.542794	-0.617826	-0.269732	-0.454747	0.095816	-0.008673
A35	5.823167	0.182729	0.036334	-0.340333	0.079712	-0.024802
A43	-2.447604	0.118860	-0.267586	-0.090176	-0.015678	-0.032250
A63	5.259928	0.061278	-1.392878	0.412168	0.079461	0.169319
A66	6.889708	1.827620	-1.561490	0.504430	0.107956	0.128639
A90	-3.635257	0.433454	-0.136663	0.133208	-0.002357	-0.040632
A92	-1.326983	-2.049790	-0.368233	0.095971	0.109275	-0.222220
A123	6.539604	-0.389013	-0.224198	-0.215766	0.000654	0.016862
A127	4.597197	0.323947	0.039335	-0.202469	0.149695	-0.010381
A138	7.254868	0.803937	0.259149	-0.202697	0.033568	-0.004740
A150	3.103141	-0.132836	0.391755	0.036977	0.127100	0.129366
A164	3.685888	-0.036750	0.689712	0.242901	0.024323	0.169820
A178	-4.088097	0.301380	-0.629321	0.092355	-0.064365	0.062297
A187	3.668581	-0.422872	0.085988	0.071989	-0.028751	0.009879
A199	2.441270	-1.224177	-0.216547	0.681554	-0.130847	0.036501
A206	-0.574803	-0.852065	0.266899	0.284337	-0.007296	0.023713
A235	2.974800	1.819029	0.599726	0.228307	0.121211	-0.087279
A239	-4.282744	0.501608	-0.286563	-0.220975	0.118140	0.102258
A251	2.871134	0.084788	0.656037	0.216479	-0.029400	0.066071
A260	-5.568737	0.142693	0.236763	0.043925	0.031314	-0.040649
A262	-2.560616	-0.560969	-0.270538	0.510221	-0.113859	0.127607
A267	-5.257116	0.042995	0.101620	0.040566	0.044757	-0.106943
A271	-4.063984	-0.309816	-0.680699	-0.181536	-0.040765	0.057756
A275	-5.504320	-0.458224	1.273080	-0.014420	-0.023288	0.186150
A283	-5.533577	-0.316450	-0.082643	-0.242577	0.085732	0.107527
A291	-4.045799	0.015968	0.202239	0.214785	-0.038512	-0.044069
A295	-4.676206	0.478605	0.277038	-0.059362	0.079039	-0.124751
A305	-5.854896	0.406214	0.187377	-0.221204	0.001238	0.086341
A317	-1.282655	-0.027804	-0.444449	0.084760	0.025631	-0.104973
A330	-4.604813	-0.018826	-0.499350	-0.130674	-0.014620	0.007442
A332	-2.122386	0.987888	0.228416	-0.491694	-0.235076	0.105200
A344	-3.867541	-0.051837	-0.459284	0.345305	0.067073	-0.088633
A261	-3.999350	-0.482669	0.651990	0.071160	-0.017345	0.083642
A1	-2.580729	0.327351	1.070871	0.213231	0.202657	0.085093
A17	3.750796	-0.592017	0.350371	0.216847	-0.122673	0.074780
A28	5.309312	-0.823301	-0.000436	-0.044099	0.040386	0.115638
A37	6.965566	0.440062	0.279010	-0.121855	-0.029264	-0.022589
A40	0.373014	0.676033	1.049608	0.205733	0.161405	-0.059709
A42	3.345050	-0.158280	-0.449780	-0.258575	0.013286	-0.090371
A44	5.897143	-0.293079	-0.150696	-0.259596	-0.092399	-0.007187
A51	-0.161543	-0.770969	0.185186	-0.002129	0.113010	-0.046756
A69	4.210770	-1.306664	-0.432101	0.288529	0.115640	0.000875
A82	9.075593	1.535704	0.139191	0.285092	-0.100749	-0.166211
A83	-1.671636	-0.019040	-0.295440	0.105564	-0.076100	-0.054099
A84	5.006821	1.203429	0.167625	-0.040412	-0.084449	-0.085838
A91	-1.982476	-3.020060	-0.219626	0.031284	-0.099270	-0.202050
A109	6.218510	-0.622713	-0.450543	0.145267	-0.212357	0.030976
A112	5.472323	-1.099938	0.054584	-0.553603	-0.151068	0.048489
A143	7.037783	0.858760	0.187931	-0.243611	0.115912	-0.033496
A145	7.913359	1.128923	0.404937	0.076891	0.002151	-0.045003
A149	4.304406	0.081048	0.108724	-0.042716	0.066188	0.086307
A179	-3.867071	0.359622	-0.818405	0.259355	-0.253664	0.156404
A196	2.917225	-1.090543	-0.186201	0.819892	-0.116410	0.025046
A198	0.077928	-1.373163	-0.047301	0.342790	-0.035398	-0.018037
A203	-6.184548	0.288907	0.266657	0.257075	-0.071602	0.066212
A224	-0.782344	0.588044	-0.330908	-0.451137	-0.329912	0.030304
A227	2.581203	1.002597	0.216570	-0.077202	0.121553	-0.130529
A246	-0.446089	-0.154468	-0.009378	-0.168911	-0.004099	0.081089
A249	0.107459	0.150758	0.023174	-0.100649	-0.162314	-0.070598
A265	-3.373342	-0.380177	-0.134439	-0.182552	0.083889	-0.081317
A270	-3.243848	-0.534275	0.703157	0.036809	-0.132635	-0.008402
A288	-5.209923	-0.097781	0.050288	-0.394075	0.113684	0.130974
A299	-3.141293	-0.664658	-0.271856	0.023489	-0.049897	-0.171966
A309	-0.905765	0.470591	-0.352309	-0.244981	-0.226234	-0.082117
A327	3.752583	-0.420460	0.549092	-0.026656	-0.032682	-0.079454
A334	-2.503484	-0.166370	-0.372890	0.498920	0.047099	-0.116697
A355	-2.862157	0.712288	0.683599	0.426167	-0.025324	0.027983
A357	-5.276604	0.907672	-0.186978	-0.037753	-0.014032	0.017714
A2012	-5.170612	0.878902	-0.388842	-0.376085	-0.003978	0.145059
A2049	-4.003464	-0.043930	-0.283211	0.050935	-0.090722	0.107561
A278	-6.184497	-0.057088	0.687538	-0.128394	0.008767	0.031562
